,SNP_500_Open,SNP_500_High,SNP_500_Low,SNP_500_Close,SNP_500_Volume,SNP_500_Dividends,SNP_500_Stock Splits,Date
0,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0,0,0,1927-12-30
1,17.760000228881836,17.760000228881836,17.760000228881836,17.760000228881836,0,0,0,1928-01-03
2,17.719999313354492,17.719999313354492,17.719999313354492,17.719999313354492,0,0,0,1928-01-04
3,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,0,0,0,1928-01-05
4,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0,0,0,1928-01-06
5,17.5,17.5,17.5,17.5,0,0,0,1928-01-09
6,17.3700008392334,17.3700008392334,17.3700008392334,17.3700008392334,0,0,0,1928-01-10
7,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,0,0,0,1928-01-11
8,17.469999313354492,17.469999313354492,17.469999313354492,17.469999313354492,0,0,0,1928-01-12
9,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,0,0,0,1928-01-13
10,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,0,0,0,1928-01-16
11,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0,0,0,1928-01-17
12,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,0,0,0,1928-01-18
13,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0,0,0,1928-01-19
14,17.479999542236328,17.479999542236328,17.479999542236328,17.479999542236328,0,0,0,1928-01-20
15,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,0,0,0,1928-01-23
16,17.709999084472656,17.709999084472656,17.709999084472656,17.709999084472656,0,0,0,1928-01-24
17,17.520000457763672,17.520000457763672,17.520000457763672,17.520000457763672,0,0,0,1928-01-25
18,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0,0,0,1928-01-26
19,17.690000534057617,17.690000534057617,17.690000534057617,17.690000534057617,0,0,0,1928-01-27
20,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0,0,0,1928-01-30
21,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,0,0,0,1928-01-31
22,17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508,0,0,0,1928-02-01
23,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0,0,0,1928-02-02
24,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0,0,0,1928-02-03
25,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453,0,0,0,1928-02-06
26,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,0,0,0,1928-02-07
27,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0,0,0,1928-02-08
28,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,0,0,0,1928-02-09
29,17.540000915527344,17.540000915527344,17.540000915527344,17.540000915527344,0,0,0,1928-02-10
30,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,0,0,0,1928-02-14
31,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0,0,0,1928-02-15
32,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,0,0,0,1928-02-16
33,17.040000915527344,17.040000915527344,17.040000915527344,17.040000915527344,0,0,0,1928-02-17
34,16.950000762939453,16.950000762939453,16.950000762939453,16.950000762939453,0,0,0,1928-02-20
35,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562,0,0,0,1928-02-21
36,17.1299991607666,17.1299991607666,17.1299991607666,17.1299991607666,0,0,0,1928-02-23
37,17.18000030517578,17.18000030517578,17.18000030517578,17.18000030517578,0,0,0,1928-02-24
38,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562,0,0,0,1928-02-27
39,17.15999984741211,17.15999984741211,17.15999984741211,17.15999984741211,0,0,0,1928-02-28
40,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,0,0,0,1928-02-29
41,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0,0,0,1928-03-01
42,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0,0,0,1928-03-02
43,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,0,0,0,1928-03-05
44,17.670000076293945,17.670000076293945,17.670000076293945,17.670000076293945,0,0,0,1928-03-06
45,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,0,0,0,1928-03-07
46,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,0,0,0,1928-03-08
47,17.93000030517578,17.93000030517578,17.93000030517578,17.93000030517578,0,0,0,1928-03-09
48,18.0,18.0,18.0,18.0,0,0,0,1928-03-12
49,17.920000076293945,17.920000076293945,17.920000076293945,17.920000076293945,0,0,0,1928-03-13
50,17.93000030517578,17.93000030517578,17.93000030517578,17.93000030517578,0,0,0,1928-03-14
51,18.06999969482422,18.06999969482422,18.06999969482422,18.06999969482422,0,0,0,1928-03-15
52,18.260000228881836,18.260000228881836,18.260000228881836,18.260000228881836,0,0,0,1928-03-16
53,18.360000610351562,18.360000610351562,18.360000610351562,18.360000610351562,0,0,0,1928-03-19
54,18.459999084472656,18.459999084472656,18.459999084472656,18.459999084472656,0,0,0,1928-03-20
55,18.649999618530273,18.649999618530273,18.649999618530273,18.649999618530273,0,0,0,1928-03-21
56,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,0,0,0,1928-03-22
57,18.780000686645508,18.780000686645508,18.780000686645508,18.780000686645508,0,0,0,1928-03-23
58,19.049999237060547,19.049999237060547,19.049999237060547,19.049999237060547,0,0,0,1928-03-26
59,18.940000534057617,18.940000534057617,18.940000534057617,18.940000534057617,0,0,0,1928-03-27
60,18.889999389648438,18.889999389648438,18.889999389648438,18.889999389648438,0,0,0,1928-03-28
61,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,0,0,0,1928-03-29
62,19.280000686645508,19.280000686645508,19.280000686645508,19.280000686645508,0,0,0,1928-03-30
63,18.90999984741211,18.90999984741211,18.90999984741211,18.90999984741211,0,0,0,1928-04-02
64,19.020000457763672,19.020000457763672,19.020000457763672,19.020000457763672,0,0,0,1928-04-03
65,18.989999771118164,18.989999771118164,18.989999771118164,18.989999771118164,0,0,0,1928-04-04
66,19.229999542236328,19.229999542236328,19.229999542236328,19.229999542236328,0,0,0,1928-04-05
67,19.270000457763672,19.270000457763672,19.270000457763672,19.270000457763672,0,0,0,1928-04-09
68,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,0,0,0,1928-04-10
69,19.440000534057617,19.440000534057617,19.440000534057617,19.440000534057617,0,0,0,1928-04-11
70,19.40999984741211,19.40999984741211,19.40999984741211,19.40999984741211,0,0,0,1928-04-12
71,19.729999542236328,19.729999542236328,19.729999542236328,19.729999542236328,0,0,0,1928-04-13
72,19.68000030517578,19.68000030517578,19.68000030517578,19.68000030517578,0,0,0,1928-04-16
73,19.520000457763672,19.520000457763672,19.520000457763672,19.520000457763672,0,0,0,1928-04-17
74,19.520000457763672,19.520000457763672,19.520000457763672,19.520000457763672,0,0,0,1928-04-18
75,19.6299991607666,19.6299991607666,19.6299991607666,19.6299991607666,0,0,0,1928-04-19
76,19.34000015258789,19.34000015258789,19.34000015258789,19.34000015258789,0,0,0,1928-04-20
77,19.149999618530273,19.149999618530273,19.149999618530273,19.149999618530273,0,0,0,1928-04-23
78,19.25,19.25,19.25,19.25,0,0,0,1928-04-24
79,19.329999923706055,19.329999923706055,19.329999923706055,19.329999923706055,0,0,0,1928-04-25
80,19.469999313354492,19.469999313354492,19.469999313354492,19.469999313354492,0,0,0,1928-04-26
81,19.68000030517578,19.68000030517578,19.68000030517578,19.68000030517578,0,0,0,1928-04-27
82,19.75,19.75,19.75,19.75,0,0,0,1928-04-30
83,19.780000686645508,19.780000686645508,19.780000686645508,19.780000686645508,0,0,0,1928-05-01
84,19.829999923706055,19.829999923706055,19.829999923706055,19.829999923706055,0,0,0,1928-05-02
85,19.93000030517578,19.93000030517578,19.93000030517578,19.93000030517578,0,0,0,1928-05-03
86,20.239999771118164,20.239999771118164,20.239999771118164,20.239999771118164,0,0,0,1928-05-04
87,20.40999984741211,20.40999984741211,20.40999984741211,20.40999984741211,0,0,0,1928-05-07
88,20.270000457763672,20.270000457763672,20.270000457763672,20.270000457763672,0,0,0,1928-05-08
89,20.239999771118164,20.239999771118164,20.239999771118164,20.239999771118164,0,0,0,1928-05-09
90,20.209999084472656,20.209999084472656,20.209999084472656,20.209999084472656,0,0,0,1928-05-10
91,20.360000610351562,20.360000610351562,20.360000610351562,20.360000610351562,0,0,0,1928-05-11
92,20.440000534057617,20.440000534057617,20.440000534057617,20.440000534057617,0,0,0,1928-05-14
93,20.389999389648438,20.389999389648438,20.389999389648438,20.389999389648438,0,0,0,1928-05-15
94,20.049999237060547,20.049999237060547,20.049999237060547,20.049999237060547,0,0,0,1928-05-16
95,20.1200008392334,20.1200008392334,20.1200008392334,20.1200008392334,0,0,0,1928-05-17
96,19.920000076293945,19.920000076293945,19.920000076293945,19.920000076293945,0,0,0,1928-05-18
97,19.6299991607666,19.6299991607666,19.6299991607666,19.6299991607666,0,0,0,1928-05-21
98,19.360000610351562,19.360000610351562,19.360000610351562,19.360000610351562,0,0,0,1928-05-22
99,19.75,19.75,19.75,19.75,0,0,0,1928-05-23
100,19.8700008392334,19.8700008392334,19.8700008392334,19.8700008392334,0,0,0,1928-05-24
101,19.899999618530273,19.899999618530273,19.899999618530273,19.899999618530273,0,0,0,1928-05-25
102,19.56999969482422,19.56999969482422,19.56999969482422,19.56999969482422,0,0,0,1928-05-28
103,19.81999969482422,19.81999969482422,19.81999969482422,19.81999969482422,0,0,0,1928-05-29
104,20.0,20.0,20.0,20.0,0,0,0,1928-05-31
105,20.06999969482422,20.06999969482422,20.06999969482422,20.06999969482422,0,0,0,1928-06-01
106,19.799999237060547,19.799999237060547,19.799999237060547,19.799999237060547,0,0,0,1928-06-04
107,19.850000381469727,19.850000381469727,19.850000381469727,19.850000381469727,0,0,0,1928-06-05
108,19.65999984741211,19.65999984741211,19.65999984741211,19.65999984741211,0,0,0,1928-06-06
109,19.610000610351562,19.610000610351562,19.610000610351562,19.610000610351562,0,0,0,1928-06-07
110,19.3700008392334,19.3700008392334,19.3700008392334,19.3700008392334,0,0,0,1928-06-08
111,18.68000030517578,18.68000030517578,18.68000030517578,18.68000030517578,0,0,0,1928-06-11
112,18.34000015258789,18.34000015258789,18.34000015258789,18.34000015258789,0,0,0,1928-06-12
113,18.889999389648438,18.889999389648438,18.889999389648438,18.889999389648438,0,0,0,1928-06-13
114,19.049999237060547,19.049999237060547,19.049999237060547,19.049999237060547,0,0,0,1928-06-14
115,18.739999771118164,18.739999771118164,18.739999771118164,18.739999771118164,0,0,0,1928-06-15
116,18.399999618530273,18.399999618530273,18.399999618530273,18.399999618530273,0,0,0,1928-06-18
117,18.34000015258789,18.34000015258789,18.34000015258789,18.34000015258789,0,0,0,1928-06-19
118,18.56999969482422,18.56999969482422,18.56999969482422,18.56999969482422,0,0,0,1928-06-20
119,18.559999465942383,18.559999465942383,18.559999465942383,18.559999465942383,0,0,0,1928-06-21
120,18.540000915527344,18.540000915527344,18.540000915527344,18.540000915527344,0,0,0,1928-06-22
121,18.469999313354492,18.469999313354492,18.469999313354492,18.469999313354492,0,0,0,1928-06-25
122,18.68000030517578,18.68000030517578,18.68000030517578,18.68000030517578,0,0,0,1928-06-26
123,18.860000610351562,18.860000610351562,18.860000610351562,18.860000610351562,0,0,0,1928-06-27
124,19.06999969482422,19.06999969482422,19.06999969482422,19.06999969482422,0,0,0,1928-06-28
125,19.139999389648438,19.139999389648438,19.139999389648438,19.139999389648438,0,0,0,1928-06-29
126,18.979999542236328,18.979999542236328,18.979999542236328,18.979999542236328,0,0,0,1928-07-02
127,19.290000915527344,19.290000915527344,19.290000915527344,19.290000915527344,0,0,0,1928-07-03
128,19.479999542236328,19.479999542236328,19.479999542236328,19.479999542236328,0,0,0,1928-07-05
129,19.389999389648438,19.389999389648438,19.389999389648438,19.389999389648438,0,0,0,1928-07-06
130,19.459999084472656,19.459999084472656,19.459999084472656,19.459999084472656,0,0,0,1928-07-09
